0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;
304446;POS_TEXTP;14;1;;;;;;;;;;;tSchmierung:           f�r �lschmierung vorgesehen                     ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;15;1;;;;;;;;;;;tAuslieferung:         ohne �l                                         ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;16;1;;;;;;;;;;;t�lmenge:              ca. 800ml (kundenseitig bef�llt)                ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;17;1;;;;;;;;;;;t                                (Mitte unteres �lschauglas)           ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;18;1;;;;;;;;;;;tLackierung:           grundiert                                       ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;19;1;;;;;;;;;;;tZubeh�r:              -Passfedern mit Abdr�ckgewinde                  ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;20;1;;;;;;;;;;;t                      -alle Wellen mit Gewindezentrierung M16         ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;21;1;;;;;;;;;;;tHinweis:              Durch die Betriebsweise als 311/2 und 311/2     ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;22;1;;;;;;;;;;;t                      sind 2 �lschaugl�ser vertikal �bereinander      ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;23;1;;;;;;;;;;;t                      angeordnet.                                     ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;24;1;;;;;;;;;;;t                      Der �lstand ist immer auf Mitte des unteren     ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;25;1;;;;;;;;;;;t                      �lschauglases aufzuf�llen.  (ca. 0                                                                                                                                                           ,8 Liter)     ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;26;1;;;;;;;;;;;tEntl�ftung:           Die beigef�gte Entl�ftung ist in Betriebs-      ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;27;1;;;;;;;;;;;t                      position mit der obersten Verschlussschraube    ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;28;1;;;;;;;;;;;t                      vor Inbetriebnahme auszutauschen.               ;;;;;;;;;;;;;;;45;
304446;POS_TEXTP;29;1;;;;;;;;;;;t*                                                                     ;;;;;;;;;;;;;;;45;
304446;FUSS_LIEFB;;;;;;;;;;;;;frei Haus                                                                                                                                                                                                             ,inkl. Verp.                                      ;Lieferbedingung:;4;;;;;;;;;;;;;45;
304446;FUSS_PACK;1;;;;;;;;;;;;EWP.;Verpackung:;DNV;;;;;;;;;;;;;45;
304446;FUSS_GEW;;70;;;;;;;;;;;;Versandgewichte:;netto;brutto;;;;;;;;;;;;45;
